DOB,sex_assigned_at_birth,local_authority,distance_km,purpose,club_member,can_swim_25m,swimming_lesson_history,school_swim_provision,open_water_confidence,water_safety_knowledge,barriers,cost_per_session_gbp,visits_Jan,visits_Feb,visits_Mar,visits_Apr,visits_May,visits_Jun,visits_Jul,visits_Aug,visits_Sep,visits_Oct,visits_Nov,visits_Dec
07/12/1957,Male,Carmarthenshire,12.7,Leisure,FALSE,TRUE,Attended as a child,N/A,1,3,Confidence,0,3,1,2,6,6,5,1,3,1,4,2,2
08/03/1991,Female,Monmouthshire,18,Leisure,TRUE,FALSE,Never attended lessons,N/A,3,4,Confidence,3.37,1,3,6,3,0,6,6,6,1,2,5,1
15/02/1960,Female,Cardiff,12.9,Fitness,FALSE,TRUE,Attended as a child,N/A,3,5,Time,6.24,3,3,4,2,0,3,2,0,4,2,2,3
07/12/1972,Female,Newport,13.8,Fitness,FALSE,TRUE,School-only lessons,N/A,3,4,Transport,2.63,3,1,4,5,4,5,5,6,7,4,1,2
15/12/1998,Male,Blaenau Gwent,18.3,Fitness,FALSE,TRUE,Attended as a child,N/A,4,5,Cost,2.52,1,5,4,2,3,1,3,6,0,3,4,1
10/05/1965,Male,Rhondda Cynon Taf,5.2,Fitness,FALSE,TRUE,Attended as a child,N/A,4,5,Cost,4.26,2,4,3,2,3,4,1,5,2,4,2,1
14/05/1960,Female,Monmouthshire,12.8,Leisure,TRUE,TRUE,School-only lessons,N/A,1,4,Confidence,5.36,3,2,4,9,7,4,3,1,1,3,3,1
25/05/1961,Prefer not to say,Newport,15.4,Leisure,FALSE,FALSE,Never attended lessons,N/A,3,1,None,6.7,4,2,2,3,3,4,5,3,1,2,1,1
14/01/2001,Female,Denbighshire,17.2,Fitness,FALSE,TRUE,Attended as a child,N/A,3,2,Transport,2.06,4,3,0,8,2,6,4,8,4,5,2,1
26/02/1965,Male,Gwynedd,4.2,Leisure,FALSE,TRUE,Attended as a child,N/A,3,4,Cost,2.86,1,3,1,2,5,2,3,4,4,4,2,5
12/06/1965,Female,Bridgend,9.3,Leisure,FALSE,TRUE,Attended as a child,N/A,4,3,Time,7.2,4,4,2,2,8,2,4,2,2,2,7,0
06/05/1974,Female,Anglesey,12.4,Fitness,FALSE,TRUE,Never attended lessons,N/A,3,2,None,3.49,5,2,4,3,1,7,7,6,7,4,3,4
13/11/1971,Female,Merthyr Tydfil,6.1,Fitness,FALSE,TRUE,Attended as a child,N/A,5,3,None,6.31,3,2,4,3,3,4,3,2,5,2,3,4
26/10/1981,Male,Bridgend,11,Fitness,FALSE,TRUE,Attended as a child,N/A,2,3,Confidence,5.48,0,1,3,3,3,4,8,6,5,3,1,4
17/09/1953,Female,Denbighshire,5,Leisure,FALSE,TRUE,Currently attending,N/A,3,5,None,5.24,0,4,2,3,5,4,4,7,3,2,0,2
15/07/2008,Female,Powys,7.3,Fitness,FALSE,TRUE,Attended as a child,N/A,3,3,Cost,2.08,0,2,1,4,4,4,5,9,2,2,0,1
12/03/1969,Female,Merthyr Tydfil,10.1,Fitness,TRUE,TRUE,Attended as a child,N/A,2,4,Cost,5.43,1,3,2,1,9,4,3,5,6,6,1,4
30/06/1963,Male,Pembrokeshire,9.8,Leisure,FALSE,TRUE,Never attended lessons,N/A,3,4,Cost,5.46,2,1,1,2,2,4,3,5,2,1,0,0
07/01/2015,Female,Denbighshire,8.4,Leisure,FALSE,TRUE,Attended as a child,Termly,4,4,Time,5.53,0,1,2,3,4,6,4,6,3,6,0,2
03/09/1970,Female,Blaenau Gwent,10.6,Fitness,FALSE,TRUE,Never attended lessons,N/A,4,3,Cost,3.91,1,0,4,3,7,5,5,4,3,3,2,1
28/09/1963,Male,Anglesey,,Fitness,FALSE,TRUE,School-only lessons,N/A,3,4,Confidence,4.19,4,3,6,1,5,5,4,6,4,0,0,3
23/12/2018,Female,Carmarthenshire,3.3,Leisure,FALSE,TRUE,Attended as a child,Weekly,3,2,Confidence,2.38,0,1,6,4,1,7,4,3,1,7,3,1
28/03/1955,Female,Denbighshire,1.3,Social,FALSE,TRUE,Attended as a child,N/A,1,4,Transport,3.42,1,4,4,5,3,3,7,10,2,1,4,1
08/07/2017,Male,Pembrokeshire,3.9,Competitive training,TRUE,TRUE,Private lessons,Weekly,2,3,None,5.46,1,0,3,2,1,6,3,3,0,1,3,0
27/10/1976,Male,Bridgend,10.7,Leisure,FALSE,TRUE,Attended as a child,N/A,3,4,Cost,3.29,3,3,2,3,2,5,5,4,4,1,3,2
18/08/1968,Female,Vale of Glamorgan,14.3,Fitness,FALSE,TRUE,Attended as a child,N/A,1,5,Transport,4.11,1,3,0,7,2,2,4,6,4,2,2,2
11/04/1983,Male,Carmarthenshire,3.5,Fitness,FALSE,TRUE,Private lessons,N/A,4,4,Time,3.71,0,1,3,3,5,5,5,5,6,6,2,4
22/05/1971,Female,Wrexham,4.5,Social,FALSE,TRUE,School-only lessons,N/A,4,4,Cost,5.55,1,2,4,5,2,3,3,1,8,1,4,0
19/07/2007,Male,Rhondda Cynon Taf,16.2,Fitness,TRUE,TRUE,Currently attending,N/A,5,4,Time,7.39,3,5,3,7,5,9,11,6,4,2,10,3
27/01/2010,Female,Wrexham,8.7,Water confidence,FALSE,TRUE,Never attended lessons,Weekly,3,5,None,2.22,2,2,2,1,3,4,5,6,4,2,1,3
26/08/1993,Male,Merthyr Tydfil,20.1,Leisure,FALSE,TRUE,Attended as a child,N/A,5,3,None,4.32,1,1,4,3,2,6,2,5,2,4,1,2
27/04/2004,Female,Carmarthenshire,13,Rehabilitation,FALSE,TRUE,Private lessons,N/A,3,5,None,2.37,1,2,2,1,3,5,6,4,3,5,1,2
30/01/2006,Female,Caerphilly,8.2,Fitness,FALSE,TRUE,Never attended lessons,N/A,3,5,Transport,6.03,0,2,0,4,4,8,2,3,6,4,5,2
09/12/1960,Female,Newport,5.6,Leisure,TRUE,TRUE,Attended as a child,N/A,5,4,Confidence,6.09,3,1,3,4,5,5,8,6,2,1,4,4
14/07/2004,Female,Caerphilly,11.6,Leisure,FALSE,TRUE,School-only lessons,N/A,3,4,Cost,6.75,3,2,2,3,5,4,2,1,3,3,2,4
06/02/1965,Male,Conwy,1.9,Fitness,FALSE,FALSE,Never attended lessons,N/A,1,3,Transport,4.21,1,1,1,2,6,1,4,7,6,2,1,3
14/10/1968,Female,Torfaen,5.2,Fitness,FALSE,TRUE,Private lessons,N/A,4,3,Cost,6.87,0,0,2,2,4,3,5,2,4,1,2,1
05/05/1961,Male,Monmouthshire,3.6,Social,FALSE,TRUE,Attended as a child,N/A,5,2,Transport,2.25,3,4,1,1,7,5,2,0,6,2,3,1
26/03/2000,Male,Cardiff,14.1,Leisure,FALSE,TRUE,Attended as a child,N/A,4,3,None,6.06,1,4,2,3,6,4,4,2,99,3,3,1
22/05/2014,Male,Cardiff,9.5,Leisure,FALSE,TRUE,Never attended lessons,Termly,3,3,Transport,3.19,1,1,5,3,2,5,4,4,3,4,1,0
21/01/2011,Male,Denbighshire,0.7,Fitness,TRUE,TRUE,Private lessons,Termly,3,4,Confidence,5.9,2,2,1,3,9,9,4,5,6,4,0,2
29/08/2022,Female,Pembrokeshire,12.3,Rehabilitation,FALSE,TRUE,Attended as a child,Termly,5,5,Transport,3.42,0,2,6,2,5,3,5,2,4,5,1,2
24/06/1965,Female,Blaenau Gwent,9.2,Rehabilitation,FALSE,TRUE,Attended as a child,N/A,1,3,Confidence,5.51,1,1,5,3,2,4,2,2,6,3,2,4
25/11/2022,Male,Merthyr Tydfil,12.2,Leisure,FALSE,TRUE,Currently attending,No provision,3,5,None,5.69,1,2,2,3,5,3,6,3,4,0,4,1
27/03/1989,Male,Swansea,4.2,Leisure,FALSE,TRUE,Currently attending,N/A,2,5,Transport,3.26,0,0,2,2,3,5,5,3,4,2,4,0
13/05/1975,Prefer not to say,Pembrokeshire,10.2,Leisure,FALSE,TRUE,School-only lessons,N/A,3,5,Confidence,0.39,1,1,2,6,3,5,6,3,3,1,3,1
29/04/2022,Male,Carmarthenshire,17.6,Leisure,FALSE,TRUE,Attended as a child,Termly,3,5,Transport,5.48,1,0,5,1,3,4,9,4,2,3,3,2
20/11/2007,Male,Caerphilly,2.4,Fitness,FALSE,TRUE,Attended as a child,N/A,2,4,Cost,3.94,0,1,4,8,3,5,8,9,2,3,1,1
27/08/1962,Male,Torfaen,8.3,Social,FALSE,TRUE,School-only lessons,N/A,2,2,Confidence,2.68,1,1,1,1,0,6,3,3,1,2,3,0
03/05/1959,Female,Bridgend,4.8,Leisure,FALSE,TRUE,Attended as a child,N/A,3,4,None,4.03,2,2,3,3,2,1,4,5,2,0,4,3
09/03/1960,Female,Ceredigion,4.8,Fitness,FALSE,TRUE,Attended as a child,N/A,2,4,Cost,5.38,1,0,5,8,3,5,9,7,2,4,3,2
09/08/1954,Male,Powys,9,Leisure,FALSE,TRUE,Never attended lessons,N/A,2,5,Cost,0.15,2,4,2,1,7,6,5,4,2,4,1,2
01/05/2001,Male,Merthyr Tydfil,17.1,Competitive training,TRUE,TRUE,Private lessons,N/A,4,5,Cost,3.8,3,0,0,0,5,7,6,5,4,1,3,1
04/05/1956,Female,Monmouthshire,16.5,Fitness,TRUE,TRUE,Attended as a child,N/A,3,4,Time,0,3,1,2,5,5,8,5,11,9,2,2,1
16/07/1947,Female,Cardiff,4,Fitness,FALSE,TRUE,Currently attending,N/A,3,4,Time,4.54,3,2,1,2,6,5,6,4,5,4,5,2
21/05/1997,Male,Torfaen,12.4,Leisure,FALSE,TRUE,Attended as a child,N/A,5,3,Confidence,5.91,2,4,2,4,3,4,4,4,3,2,2,2
03/01/2007,Female,Cardiff,11.6,Fitness,FALSE,TRUE,Never attended lessons,N/A,2,2,Confidence,6.73,1,1,5,2,7,7,0,4,1,2,2,2
07/11/1972,Male,Anglesey,9.6,Competitive training,TRUE,TRUE,Attended as a child,N/A,3,4,None,5.62,3,2,2,4,2,4,5,4,3,3,3,2
01/03/1966,Male,Vale of Glamorgan,8.1,Fitness,FALSE,TRUE,Never attended lessons,N/A,3,4,Time,2.51,0,0,1,4,3,4,6,6,4,1,0,0
28/01/1994,Female,Flintshire,3.9,Competitive training,TRUE,TRUE,Attended as a child,N/A,4,5,None,6.5,1,4,3,4,3,1,2,4,5,4,2,3
16/11/1954,Male,Swansea,9,Fitness,FALSE,TRUE,Attended as a child,N/A,5,4,None,4.79,0,3,2,5,2,6,7,5,4,3,1,0
13/07/1976,Female,Rhondda Cynon Taf,8.2,Fitness,FALSE,TRUE,Attended as a child,N/A,5,5,Confidence,2.64,2,1,6,5,3,2,1,7,3,6,3,2
03/07/1961,Male,Gwynedd,14.4,Social,TRUE,TRUE,Currently attending,N/A,4,4,Confidence,7.18,2,1,4,4,3,9,5,9,5,1,1,1
15/07/1954,Male,Ceredigion,13.9,Leisure,FALSE,TRUE,Private lessons,N/A,2,5,None,4.7,4,1,2,4,3,2,4,6,1,3,1,2
23/08/1947,Prefer not to say,Swansea,2.8,Fitness,FALSE,TRUE,Private lessons,N/A,1,3,None,6.61,0,0,1,1,4,3,8,6,5,3,0,3
14/01/2007,Male,Caerphilly,3.4,Fitness,FALSE,TRUE,Never attended lessons,N/A,3,5,Cost,5.28,1,2,4,3,3,3,3,6,6,2,0,1
25/03/1975,Female,Conwy,16.4,Leisure,FALSE,FALSE,Never attended lessons,N/A,2,3,Cost,4.21,3,1,4,0,1,3,2,3,5,0,1,2
02/04/1984,Male,Anglesey,9.9,Leisure,TRUE,TRUE,Attended as a child,N/A,4,3,None,4.22,0,2,4,10,2,5,4,3,2,2,3,2
29/05/1990,Male,Swansea,15.5,Water confidence,FALSE,TRUE,School-only lessons,N/A,3,3,Transport,5.94,0,1,2,4,3,1,6,7,6,2,1,3
03/09/2000,Male,Rhondda Cynon Taf,3.1,Water confidence,TRUE,TRUE,Private lessons,N/A,1,5,None,4.2,4,1,6,5,1,4,6,5,7,6,4,2
18/10/2013,Female,Caerphilly,11,Leisure,FALSE,TRUE,Private lessons,No provision,4,2,Transport,3.88,3,3,1,1,2,4,5,3,6,3,2,1
28/03/1954,Male,Rhondda Cynon Taf,12.1,Leisure,TRUE,TRUE,Attended as a child,N/A,2,4,Cost,4.88,6,6,3,7,8,1,3,4,4,4,1,1
10/11/1989,Female,Carmarthenshire,15.6,Leisure,FALSE,TRUE,Attended as a child,N/A,3,4,Cost,5.85,1,3,3,2,0,5,5,6,6,2,3,1
22/05/1971,Male,Caerphilly,4.5,Rehabilitation,FALSE,TRUE,Attended as a child,N/A,3,4,Cost,3.77,3,5,3,2,1,4,5,9,2,1,2,1
01/10/2013,Female,Wrexham,7.7,Fitness,FALSE,FALSE,Never attended lessons,Termly,3,4,Cost,5.24,1,2,4,2,5,6,4,9,4,4,3,5
08/11/2004,Male,Blaenau Gwent,10.1,Fitness,FALSE,FALSE,Never attended lessons,N/A,3,3,Confidence,5.38,4,3,3,3,2,5,6,5,0,5,4,2
01/08/1965,Female,Denbighshire,15.7,Fitness,TRUE,TRUE,School-only lessons,N/A,1,4,Time,5.58,1,4,4,6,6,5,2,15,1,4,1,2
28/05/2022,Female,Bridgend,16.9,Fitness,FALSE,TRUE,Attended as a child,Irregular,3,5,None,3.98,3,3,2,0,5,5,6,4,4,5,4,1
05/02/1954,Female,Vale of Glamorgan,17.9,Fitness,FALSE,TRUE,Attended as a child,N/A,4,5,Transport,4.16,1,3,3,2,4,3,4,11,4,7,4,5
17/07/2019,Female,Conwy,17.3,Leisure,FALSE,TRUE,Never attended lessons,Weekly,5,5,Confidence,3.6,0,1,5,3,4,4,7,6,2,1,1,1
11/11/2007,Female,Carmarthenshire,0.6,Competitive training,TRUE,TRUE,School-only lessons,N/A,3,4,Confidence,2.28,2,2,4,0,8,3,10,10,4,4,4,2
16/05/1999,Female,Wrexham,4.2,Leisure,FALSE,TRUE,Attended as a child,N/A,3,3,Confidence,3.97,2,3,3,4,4,7,4,5,2,4,3,1
28/06/2021,Male,Anglesey,3.1,Fitness,FALSE,TRUE,Currently attending,Irregular,4,4,Confidence,4.57,0,3,2,6,3,4,8,10,4,6,3,1
07/05/1991,Male,Vale of Glamorgan,6.6,Fitness,FALSE,TRUE,School-only lessons,N/A,5,5,Cost,3.97,1,1,0,3,1,6,6,10,1,2,1,1
01/01/1999,Female,Ceredigion,15,Leisure,FALSE,TRUE,Attended as a child,N/A,2,3,Cost,7.33,1,0,3,3,0,5,6,2,4,4,1,1
18/04/2011,Female,Blaenau Gwent,18.7,Fitness,FALSE,TRUE,Attended as a child,Weekly,3,4,Cost,2.51,2,1,2,6,1,2,4,4,1,2,2,1
21/09/1973,Female,Vale of Glamorgan,,Leisure,FALSE,TRUE,Never attended lessons,N/A,4,2,Cost,5.35,3,0,3,5,3,4,10,2,4,0,0,1
12/08/1988,Male,Carmarthenshire,11.3,Water confidence,FALSE,TRUE,Private lessons,N/A,3,4,Time,5.43,2,1,1,2,1,4,2,3,5,0,1,2
26/10/1990,Male,Merthyr Tydfil,18.9,Fitness,FALSE,TRUE,Private lessons,N/A,2,5,Cost,2.45,3,5,4,1,4,4,1,2,1,3,6,2
03/03/1990,Male,Pembrokeshire,8.6,Fitness,FALSE,TRUE,Private lessons,N/A,3,2,None,7.18,5,2,2,2,2,2,7,6,5,3,0,1
04/09/1962,Female,Wrexham,4.6,Leisure,FALSE,TRUE,Attended as a child,N/A,2,4,None,5.91,1,1,2,4,5,4,8,3,0,4,0,1
27/06/1972,Male,Swansea,8.5,Water confidence,FALSE,TRUE,Attended as a child,N/A,3,5,None,4.81,0,2,2,1,3,9,7,6,0,3,1,1
22/03/1980,Male,Powys,7.8,Competitive training,TRUE,TRUE,Attended as a child,N/A,3,3,None,5.86,2,3,1,2,2,7,6,8,2,3,2,4
06/05/2011,Female,Merthyr Tydfil,13.4,Social,TRUE,FALSE,Never attended lessons,Weekly,4,4,Transport,3.71,2,1,2,4,2,6,6,8,8,2,4,2
03/11/1956,Male,Anglesey,8.2,Fitness,FALSE,TRUE,Attended as a child,N/A,3,5,Confidence,5.38,3,0,3,1,3,2,13,7,6,2,3,0
26/11/1958,Female,Newport,0.8,Water confidence,FALSE,TRUE,Attended as a child,N/A,2,5,Cost,0.48,1,0,3,2,4,6,7,3,1,1,3,2
09/03/1990,Male,Flintshire,17.9,Fitness,FALSE,TRUE,Attended as a child,N/A,2,3,None,5.59,2,6,4,5,2,4,3,2,5,2,1,1
24/08/1983,Female,Pembrokeshire,10,Fitness,FALSE,TRUE,Private lessons,N/A,4,3,None,3.89,2,4,2,0,2,1,2,5,4,4,0,2
25/05/1949,Male,Caerphilly,10,Social,FALSE,TRUE,Attended as a child,N/A,2,3,None,5.72,2,4,1,5,6,2,2,5,5,4,3,4
10/01/1980,Male,Monmouthshire,17.2,Social,FALSE,TRUE,Never attended lessons,N/A,3,5,Transport,3.72,2,3,3,5,5,8,7,5,1,2,1,1
02/03/1979,Male,Gwynedd,3.2,Fitness,FALSE,TRUE,Attended as a child,N/A,2,5,Time,5.51,1,2,-2,3,3,3,6,3,2,4,3,0
26/08/1994,Male,Swansea,3.8,Fitness,FALSE,TRUE,School-only lessons,N/A,4,4,Cost,6.41,1,0,1,2,6,4,2,2,6,5,1,0
03/07/2010,Male,Wrexham,16.1,Fitness,FALSE,TRUE,Attended as a child,Weekly,3,4,Cost,3.38,0,4,2,1,2,5,4,1,3,6,6,3
19/08/2011,Male,Ceredigion,5.1,Fitness,FALSE,TRUE,Never attended lessons,Irregular,3,3,Time,6.14,4,4,4,2,7,3,3,2,5,4,2,2
04/12/1977,Female,Denbighshire,14.5,Fitness,FALSE,TRUE,Attended as a child,N/A,3,4,Transport,3.92,2,0,4,3,2,6,5,10,7,1,6,2
16/01/2021,Male,Caerphilly,5.9,Water confidence,TRUE,TRUE,Currently attending,Weekly,4,4,None,4.89,1,3,3,4,3,12,7,9,5,3,3,2
06/02/1988,Female,Swansea,1.1,Leisure,FALSE,TRUE,Attended as a child,N/A,3,5,Cost,4.75,1,1,1,0,3,5,2,6,5,0,0,1
01/07/2015,Female,Flintshire,9.5,Competitive training,TRUE,TRUE,Private lessons,Weekly,4,4,None,5.51,0,1,2,0,5,5,11,5,4,2,3,0
23/04/1997,Female,Cardiff,3.9,Competitive training,TRUE,TRUE,School-only lessons,N/A,4,4,Confidence,6.18,0,0,2,4,4,3,3,9,3,2,0,2
29/04/1949,Male,Caerphilly,14.9,Leisure,TRUE,TRUE,Private lessons,N/A,5,4,None,4.3,4,5,3,6,6,2,0,4,4,9,4,2
26/02/1989,Male,Gwynedd,11.7,Competitive training,TRUE,TRUE,Attended as a child,N/A,3,3,None,4.22,2,1,8,1,5,6,7,5,4,1,2,5
27/03/2016,Male,Newport,16.7,Leisure,FALSE,TRUE,Attended as a child,Weekly,5,4,None,4.79,2,2,4,3,6,2,2,2,2,3,3,0
13/06/1955,Male,Swansea,14.2,Fitness,FALSE,TRUE,Never attended lessons,N/A,1,3,Transport,6.34,0,2,4,5,1,4,4,3,3,6,1,2
18/03/1965,Prefer not to say,Bridgend,3.7,Leisure,FALSE,TRUE,School-only lessons,N/A,3,4,None,3.97,2,0,3,4,1,5,3,5,2,3,1,3
30/2/1948,Male,Denbighshire,14.5,Leisure,FALSE,TRUE,Attended as a child,N/A,4,2,Cost,4.53,0,1,2,4,3,4,6,2,1,5,3,1
15/09/1994,Female,Newport,11.7,Competitive training,TRUE,TRUE,Never attended lessons,N/A,2,3,Cost,5.76,1,2,5,3,2,6,9,6,3,0,2,3
11/11/1987,Female,Powys,13.8,Water confidence,FALSE,TRUE,Currently attending,N/A,2,5,Transport,4.04,3,4,4,2,3,6,7,5,7,3,1,4
02/10/2002,Female,Swansea,15.1,Leisure,FALSE,TRUE,Attended as a child,N/A,3,4,None,6.22,1,3,3,2,6,1,3,6,0,1,0,2
23/03/1987,Female,Newport,10.5,Competitive training,TRUE,TRUE,Attended as a child,N/A,3,4,Confidence,4.94,0,0,2,1,3,9,4,5,4,0,5,1
05/06/2013,Male,Denbighshire,8.7,Fitness,FALSE,TRUE,Attended as a child,No provision,3,5,None,2.25,3,1,1,4,7,4,1,1,7,1,2,2
17/08/1950,Male,Cardiff,11.6,Competitive training,TRUE,TRUE,Attended as a child,N/A,4,4,Time,5.68,6,1,2,4,4,0,1,5,4,4,3,1
09/06/1999,Female,Anglesey,5.7,Fitness,FALSE,TRUE,Private lessons,N/A,4,5,Cost,2.55,2,2,8,3,5,8,5,6,5,4,3,2
02/02/1959,Male,Conwy,3.7,Fitness,FALSE,TRUE,Attended as a child,N/A,3,2,None,4.08,0,3,4,2,5,5,3,3,7,3,2,3
28/09/1974,Male,Vale of Glamorgan,11.3,Fitness,FALSE,TRUE,Attended as a child,N/A,2,5,Cost,5.95,0,4,0,5,3,5,3,6,5,2,3,1
16/06/1987,Male,Wrexham,6.8,Leisure,FALSE,TRUE,Attended as a child,N/A,5,5,None,3.62,5,0,4,3,4,4,4,4,4,2,1,0
30/03/1999,Male,Caerphilly,3.2,Fitness,FALSE,TRUE,Currently attending,N/A,2,5,Transport,7.35,1,2,3,2,3,4,7,6,6,1,2,2
26/10/2000,Male,Anglesey,0.5,Social,FALSE,TRUE,Private lessons,N/A,2,3,Confidence,7.71,3,2,2,5,0,4,4,5,4,3,1,2
27/06/1961,Male,Wrexham,13.5,Fitness,FALSE,TRUE,Attended as a child,N/A,1,4,Transport,3.89,1,3,2,3,1,2,9,6,3,1,4,2
13/11/1986,Female,Wrexham,9.7,Social,FALSE,TRUE,Attended as a child,N/A,3,3,Cost,0,1,2,1,4,2,6,6,6,2,4,1,1
12/11/2011,Female,Monmouthshire,13.7,Rehabilitation,FALSE,TRUE,Never attended lessons,Weekly,2,4,Transport,5.38,1,1,3,2,0,2,8,5,1,1,1,1
08/07/1968,Female,Rhondda Cynon Taf,9.5,Fitness,FALSE,TRUE,School-only lessons,N/A,2,5,Cost,4,4,2,0,5,4,5,8,6,2,2,2,1
27/03/2010,Male,Flintshire,9,Leisure,FALSE,TRUE,Attended as a child,Termly,3,4,Cost,2.67,4,3,6,6,1,4,4,9,3,2,3,2
22/03/2000,Male,Merthyr Tydfil,8.7,Rehabilitation,TRUE,TRUE,Currently attending,N/A,2,4,Cost,5.32,3,1,7,2,5,6,7,8,1,2,3,1
14/11/1993,Male,Carmarthenshire,11.9,Leisure,FALSE,TRUE,Never attended lessons,N/A,3,5,Confidence,0.47,1,0,1,5,5,4,4,9,3,4,1,1
04/08/2006,Female,Monmouthshire,6.7,Leisure,FALSE,TRUE,Attended as a child,N/A,4,4,Time,5.17,1,0,8,4,5,3,6,4,1,2,5,0
02/11/1961,Female,Caerphilly,19.5,Leisure,FALSE,TRUE,Attended as a child,N/A,4,5,Confidence,1.98,2,2,5,2,3,6,9,4,8,5,2,4
06/03/2010,Male,Powys,18.1,Leisure,FALSE,TRUE,School-only lessons,Termly,2,5,None,2.83,3,0,3,6,5,2,3,2,5,4,2,0
19/08/1964,Female,Conwy,15.3,Water confidence,FALSE,TRUE,Attended as a child,N/A,2,2,Confidence,1.82,0,3,3,0,9,9,3,1,3,1,2,0
12/01/2004,Male,Bridgend,16.6,Fitness,FALSE,TRUE,School-only lessons,N/A,5,4,Time,6.94,6,2,4,2,3,6,7,5,5,2,2,0
06/05/1974,Female,Cardiff,8.4,Leisure,FALSE,TRUE,Attended as a child,N/A,1,3,Time,7.14,5,2,4,1,4,8,5,3,2,0,1,2
23/12/2011,Female,Torfaen,10.8,Fitness,FALSE,TRUE,Attended as a child,Weekly,4,4,Transport,5.5,2,3,2,3,4,5,3,0,2,4,3,1
23/04/1962,Female,Blaenau Gwent,15.6,Competitive training,TRUE,TRUE,Never attended lessons,N/A,2,5,Time,3.66,2,0,1,2,2,5,4,1,2,3,0,0
23/09/2004,Female,Conwy,12.7,Competitive training,TRUE,TRUE,Private lessons,N/A,5,5,Cost,3.98,1,0,2,5,1,3,3,5,4,2,4,1
02/02/1947,Female,Denbighshire,16.1,Fitness,FALSE,TRUE,Attended as a child,N/A,3,4,None,3.98,2,1,7,2,3,4,2,6,7,3,1,1
02/07/2014,Male,Flintshire,13,Fitness,FALSE,TRUE,School-only lessons,Termly,3,4,Time,4.05,1,2,2,5,4,4,1,1,4,2,2,5
04/02/1952,Female,Anglesey,18,Fitness,FALSE,TRUE,School-only lessons,N/A,4,3,Cost,5.7,4,4,1,5,4,3,0,3,4,4,1,3
03/07/1995,Male,Denbighshire,6.6,Leisure,FALSE,TRUE,School-only lessons,N/A,3,4,Time,5.19,2,2,1,2,1,4,4,6,3,2,1,3
30/03/1971,Female,Neath Port Talbot,15.1,Leisure,FALSE,TRUE,Attended as a child,N/A,3,3,Cost,4.51,1,1,5,2,4,4,5,5,4,2,6,1
30/12/2007,Female,Carmarthenshire,12.7,Water confidence,FALSE,TRUE,Currently attending,N/A,3,4,Cost,7.07,1,1,5,1,5,2,5,7,4,1,2,5
12/07/1954,Female,Monmouthshire,12.6,Leisure,FALSE,TRUE,Private lessons,N/A,4,2,Cost,2.72,1,0,2,3,5,7,2,2,2,2,5,0
14/11/2011,Male,Torfaen,7.3,Fitness,FALSE,FALSE,Never attended lessons,Termly,1,3,Time,6.81,2,3,8,4,5,5,2,6,6,7,3,1
05/02/1998,Female,Bridgend,14.2,Social,FALSE,TRUE,Attended as a child,N/A,1,3,Time,0.39,2,1,5,4,1,4,3,9,5,3,2,1
28/06/1971,Female,Vale of Glamorgan,16.3,Leisure,FALSE,TRUE,Never attended lessons,N/A,3,5,None,3.92,1,1,3,2,3,5,3,4,3,5,3,1
15/08/1970,Female,Flintshire,4.3,Leisure,FALSE,TRUE,Attended as a child,N/A,2,5,Cost,4.08,0,2,3,3,2,5,2,1,1,3,1,3
25/07/2000,Male,Denbighshire,11.4,Fitness,TRUE,FALSE,Never attended lessons,N/A,3,3,Confidence,3.72,0,3,1,7,3,0,4,9,2,3,6,1
10/01/2007,Male,Vale of Glamorgan,7.4,Leisure,FALSE,TRUE,Never attended lessons,N/A,2,3,Time,5.2,2,7,4,2,2,2,8,0,4,8,0,0
26/04/1966,Male,Carmarthenshire,17.8,Social,FALSE,TRUE,Attended as a child,N/A,3,4,Cost,4.21,0,4,2,2,1,8,9,7,4,7,3,1
22/01/1984,Male,Merthyr Tydfil,11,Leisure,FALSE,TRUE,Attended as a child,N/A,2,3,Confidence,3.87,1,2,0,2,1,4,4,3,2,2,0,1
05/06/1970,Female,Carmarthenshire,4.5,Fitness,FALSE,TRUE,Attended as a child,N/A,3,4,Cost,5.24,1,2,1,6,4,5,1,4,3,5,2,0
11/07/1981,Male,Powys,8.5,Leisure,FALSE,TRUE,Never attended lessons,N/A,2,5,Cost,5.31,2,1,1,5,7,7,3,7,2,4,0,1
02/06/1965,Female,Rhondda Cynon Taf,14,Social,FALSE,TRUE,Attended as a child,N/A,1,4,Confidence,5.71,3,1,2,1,3,5,5,6,2,3,1,2
27/04/1984,Male,Anglesey,1.8,Fitness,TRUE,TRUE,Never attended lessons,N/A,1,4,Time,3.81,1,1,3,4,4,7,12,3,5,4,4,6
06/04/2009,Male,Merthyr Tydfil,12.3,Leisure,FALSE,TRUE,Attended as a child,N/A,5,4,Cost,5.46,4,2,1,1,4,2,3,5,3,4,3,0
20/01/2018,Female,Monmouthshire,16.8,Water confidence,FALSE,TRUE,Attended as a child,Weekly,2,5,Cost,5.5,0,1,3,5,5,5,6,4,4,2,4,1
22/07/1988,Female,Pembrokeshire,15.4,Fitness,FALSE,TRUE,Attended as a child,N/A,4,5,Cost,3.42,1,2,3,4,3,6,3,3,2,3,4,1
28/08/1948,Female,Wrexham,3.2,Rehabilitation,FALSE,TRUE,Currently attending,N/A,1,4,Cost,3.56,2,1,2,0,3,3,4,3,5,2,2,1
